Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"100 Beacon St UNIT 2A, Boston, MA 02116","$2,950,000 ",3 bds,3 ba,"1,975 sqft","$2,833,413 ",Condo,1920,Baseboard,Central,"Off street, Attached Garage","$2,955/month",Great solar potentialSun Number™: 91.98,"$17,560 ","$11,508/mo","$2,065/mo","$1,033/mo","$2,955/mo"
"85 Jay St # 11L-FRONT, Brooklyn, NY 11201","$2,705,000 ",3 bds,3 ba,"1,630 sqft",,Condo,No Data,No Data,Central,No Data,"$1,914/month",,"$15,127 ","$10,801/mo","$1,465/mo",$947/mo,"$1,914/mo"
"87 Suydam St # MF, Brooklyn, NY 11221","$1,600,000 ",12 bds,6 ba,#NAME?,,Multi Family,1931,No Data,No Data,No Data,No Data,Candidate for a community solar programSun Number™: 23.05,"$7,815 ","$6,389/mo",$867/mo,$560/mo,$0/mo
"6910 108th St APT 3G, Forest Hills, NY 11375","$339,000 ",1 bd,1 ba,750 sqft,"$339,834 ",Cooperative,1953,No Data,No Data,No Data,$452 ,Great solar potentialSun Number™: 94.2,"$2,515 ","$1,386/mo",$237/mo,$119/mo,$773/mo
"61 E 77th St APT 8E, New York, NY 10075","$445,000 ",Studio,1 ba,#NAME?,"$432,349 ",Cooperative,1920,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 80.59,"$3,701 ","$1,819/mo",$326/mo,$156/mo,"$1,400/mo"
"1800 Bussing Ave, Bronx, NY 10466","$760,000 ",6 bds,3 ba,"2,193 sqft",,Multi Family,1930,Radiant,No Data,Carport,$347 ,Good solar potentialSun Number™: 66.2,"$3,822 ","$2,955/mo",$602/mo,$266/mo,$0/mo
"49 Chambers St APT 6E, New York, NY 10007","$4,500,000 ",3 bds,4 ba,"2,975 sqft",,Condo,1910,No Data,No Data,No Data,No Data,,"$22,843 ","$17,968/mo","$3,300/mo","$1,575/mo",$0/mo
"49 Chambers St APT 6B, New York, NY 10007","$2,825,000 ",2 bds,3 ba,"1,750 sqft",,Condo,1910,No Data,No Data,No Data,No Data,,"$14,340 ","$11,280/mo","$2,072/mo",$989/mo,$0/mo
"1106 E 94th St, Brooklyn, NY 11236","$600,000 ",5 bds,3 ba,"1,932 sqft",,Multi Family,1925,No Data,No Data,No Data,$311 ,Great solar potentialSun Number™: 71.05,"$2,868 ","$2,333/mo",$325/mo,$210/mo,$0/mo
"14930 88th St APT 2L, Howard Beach, NY 11414","$409,888 ",2 bds,2 ba,"1,100 sqft","$399,181 ",Condo,1963,Other,No Data,1 space,No Data,Great solar potentialSun Number™: 88.59,"$2,106 ","$1,676/mo",$287/mo,$143/mo,$0/mo
"1 E End Ave APT 10C, New York, NY 10075","$3,400,000 ",3 bds,4 ba,#NAME?,"$3,731,295 ",Cooperative,1929,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 90.99,"$24,308 ","$13,576/mo","$2,493/mo","$1,190/mo","$7,049/mo"
"2 Sutton Pl S APT 16E, New York, NY 10022","$895,000 ",1 bd,1 ba,"1,100 sqft","$949,124 ",Cooperative,1938,No Data,No Data,No Data,$814 ,Great solar potentialSun Number™: 94.19,"$7,256 ","$3,480/mo",$656/mo,$313/mo,"$2,807/mo"
"148 W 23rd St APT 10J, New York, NY 10011","$995,000 ",1 bd,1 ba,850 sqft,,Cooperative,1910,No Data,No Data,No Data,"$1,171 ",Great solar potentialSun Number™: 94.99,"$7,144 ","$3,973/mo",$730/mo,$348/mo,"$2,093/mo"
"73 Worth St # PHE, New York, NY 10013","$3,650,000 ",4 bds,2 ba,"2,015 sqft",,Condo,1920,No Data,No Data,No Data,"$1,950/month",,"$20,478 ","$14,574/mo","$2,677/mo","$1,278/mo","$1,950/mo"
"7 W 20th St FRNT 1, New York, NY 10011","$18,500,000 ",8 bds,8 ba,"9,225 sqft",,Multi Family,1920,No Data,No Data,No Data,"$2,005 ",,"$93,910 ","$73,868/mo","$13,567/mo","$6,475/mo",$0/mo
"6309 108th St APT 7P, Forest Hills, NY 11375","$519,900 ",2 bds,1 ba,"1,000 sqft",,Cooperative,1956,No Data,No Data,No Data,$520 ,Good solar potentialSun Number™: 68.6,"$3,536 ","$2,125/mo",$364/mo,$182/mo,$865/mo
"3108 89th St, East Elmhurst, NY 11369","$995,000 ",5 bds,2 ba,"2,142 sqft","$1,150,656 ",Multi Family,1940,No Data,No Data,Attached Garage,$465 ,Great solar potentialSun Number™: 87,"$5,018 ","$3,973/mo",$697/mo,$348/mo,$0/mo
"12318 18th Ave, College Point, NY 11356","$1,290,000 ",6 bds,4 ba,"5,000 sqft",,Multi Family,1966,Other,No Data,No Data,$258 ,,"$13,005 ","$5,151/mo",$903/mo,$452/mo,"$6,500/mo"
"252 Beach 129 St # 4A, Belle Harbor, NY 11694","$279,000 ",1 bd,1 ba,#NAME?,,Cooperative,1960,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 94.2,"$1,434 ","$1,141/mo",$195/mo,$98/mo,$0/mo
"427 W 154th St APT 4C, New York, NY 10032","$795,000 ",2 bds,2 ba,856 sqft,,Condo,1985,No Data,No Data,No Data,$503/month,,"$4,455 ","$3,091/mo",$583/mo,$278/mo,$503/mo
"2239 Bathgate Ave, Bronx, NY 10457","$949,900 ",12 bds,3 ba,"3,618 sqft","$778,190 ",Multi Family,1901,No Data,No Data,No Data,$263 ,Great solar potentialSun Number™: 70.2,"$4,877 ","$3,793/mo",$752/mo,$332/mo,$0/mo
"7 Fordham Hill Oval APT 16H, Bronx, NY 10468","$167,000 ",1 bd,1 ba,765 sqft,,Cooperative,2007,No Data,No Data,162 spaces,$218 ,Good solar potentialSun Number™: 69.38,"$1,784 ",$695/mo,$132/mo,$58/mo,$899/mo
"345 E 93rd St APT 18H, New York, NY 10128","$610,000 ",1 bd,1 ba,782 sqft,"$601,288 ",Cooperative,1974,No Data,No Data,95 spaces,$780 ,Great solar potentialSun Number™: 94.99,"$4,455 ","$2,372/mo",$447/mo,$214/mo,"$1,423/mo"
"563 Van Siclen Avenue, Brooklyn, NY 11207","$650,000 ",Studio,1 ba,"2,700 sqft","$651,292 ",Multi Family,1901,No Data,No Data,No Data,$241 ,Great solar potentialSun Number™: 89.39,"$3,107 ","$2,527/mo",$352/mo,$228/mo,$0/mo
"300 E 40th St APT 12E, New York, NY 10016","$725,000 ",1 bd,1 ba,650 sqft,"$755,338 ",Apartment,1967,No Data,Central,No Data,"$1,115 ",Great solar potentialSun Number™: 94.99,"$4,706 ","$2,819/mo",$532/mo,$254/mo,"$1,102/mo"
"1712 Dekalb Ave, Brooklyn, NY 11237","$975,000 ",3 bds,2 ba,"1,224 sqft","$904,410 ",Multi Family,1940,No Data,No Data,No Data,$797 ,Great solar potentialSun Number™: 90.99,"$4,762 ","$3,893/mo",$528/mo,$341/mo,$0/mo
"3913 Avenue K, Brooklyn, NY 11210","$999,999 ",6 bds,4 ba,"2,200 sqft",,Multi Family,1945,No Data,No Data,Attached Garage,$455 ,Great solar potentialSun Number™: 90.25,"$4,885 ","$3,993/mo",$542/mo,$350/mo,$0/mo
"8 Fordham Hill Oval APT 6D, Bronx, NY 10468","$164,500 ",1 bd,1 ba,765 sqft,,Cooperative,2007,No Data,No Data,162 spaces,$215 ,Great solar potentialSun Number™: 86.98,"$1,719 ",$684/mo,$130/mo,$58/mo,$847/mo
"440 Riverside Dr APT C, New York, NY 10027","$525,000 ",1 bd,1 ba,620 sqft,"$560,317 ",Cooperative,1910,Gas,No Data,Carport,$847 ,,"$3,333 ","$2,146/mo",$385/mo,$184/mo,$618/mo
"243 W End Ave APT 1210, New York, NY 10023","$425,000 ",Studio,1 ba,#NAME?,"$409,234 ",Cooperative,1925,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 94.99,"$3,122 ","$1,738/mo",$312/mo,$149/mo,$924/mo
"333 E 69th St APT 10H, New York, NY 10021","$1,685,000 ",3 bds,2 ba,"160,311 sqft",,Cooperative,1963,No Data,No Data,1 space,$11 ,Great solar potentialSun Number™: 94.99,"$11,288 ","$6,728/mo","$1,236/mo",$590/mo,"$2,735/mo"
"1580 Amsterdam Ave APT 5, New York, NY 10031","$645,000 ",2 bds,2 ba,"1,200 sqft","$585,249 ",Cooperative,1905,No Data,No Data,No Data,$538 ,,"$90,653 ","$2,508/mo",$473/mo,$226/mo,"$87,447/mo"
"1524 Sheepshead Bay Rd APT 22C, Brooklyn, NY 11235","$890,000 ",1 bd,1 ba,845 sqft,"$774,236 ",Condo,No Data,No Data,No Data,No Data,$550/month,,"$4,804 ","$3,460/mo",$482/mo,$312/mo,$550/mo
"1831 Stillwell Ave, Brooklyn, NY 11223","$1,398,000 ",5 bds,4 ba,"2,520 sqft","$1,357,197 ",Multi Family,1920,No Data,No Data,No Data,$555 ,Great solar potentialSun Number™: 80.65,"$6,829 ","$5,582/mo",$757/mo,$489/mo,$0/mo
"1475 E 10th St, Brooklyn, NY 11230","$2,375,000 ",7 bds,5 ba,"4,000 sqft","$1,969,926 ",Multi Family,1930,No Data,No Data,"Attached Garage, Detached Garage",$594 ,Great solar potentialSun Number™: 95.05,"$11,601 ","$9,483/mo","$1,286/mo",$831/mo,$0/mo
"4222 Ketcham St # D12/14, Elmhurst, NY 11373","$675,000 ",2 bds,2 ba,"1,050 sqft",,Cooperative,1926,No Data,No Data,No Data,$643 ,Good solar potentialSun Number™: 65.4,"$4,464 ","$2,624/mo",$473/mo,$236/mo,"$1,131/mo"
"120 Riverside Blvd APT 12G, New York, NY 10069","$950,000 ",1 bd,1 ba,720 sqft,,Condo,2004,No Data,No Data,No Data,$952/month,,"$5,774 ","$3,793/mo",$697/mo,$333/mo,$952/mo
"107 W 25th St APT 5A, New York, NY 10001","$1,595,000 ",2 bds,2 ba,"1,250 sqft","$2,242,886 ",Cooperative,1905,No Data,No Data,No Data,"$1,276 ",Good solar potentialSun Number™: 68.59,"$10,147 ","$6,369/mo","$1,170/mo",$558/mo,"$2,050/mo"
"196 Powers St, Brooklyn, NY 11211","$1,750,000 ",2 bds,2 ba,"1,465 sqft",,Condo,2016,No Data,Central,No Data,$340/month,Limited solar potentialSun Number™: 56.59,"$8,888 ","$6,988/mo",$948/mo,$613/mo,$340/mo
"212 E 77th St APT 4E, New York, NY 10075","$335,000 ",Studio,1 ba,"18,450 sqft","$351,431 ",Cooperative,1950,No Data,No Data,No Data,$18 ,Great solar potentialSun Number™: 91.79,"$2,686 ","$1,370/mo",$246/mo,$117/mo,$954/mo
"130 Water St APT 12H, New York, NY 10005","$820,000 ",Studio,1 ba,800 sqft,,Condo,1956,Forced air,Central,No Data,$600/month,,"$4,676 ","$3,188/mo",$601/mo,$287/mo,$600/mo
"61-20 Grand Central Pkwy # B1502, Forest Hills, NY 11375","$435,000 ",2 bds,1 ba,967 sqft,"$419,225 ",Condo,1965,"Electric, Gas",Central,No Data,No Data,Great solar potentialSun Number™: 90.2,"$2,235 ","$1,778/mo",$305/mo,$152/mo,$0/mo
"4315 Webster Ave APT 4L, Bronx, NY 10470","$179,000 ",2 bds,1 ba,950 sqft,,Condo,1958,Oil,No Data,No Data,No Data,Great solar potentialSun Number™: 83.8,$949 ,$745/mo,$142/mo,$63/mo,$0/mo
"3840 Greystone Ave APT 1F, Bronx, NY 10463","$350,000 ",2 bds,1 ba,925 sqft,"$333,188 ",Condo,1960,Gas,None,No Data,No Data,Great solar potentialSun Number™: 87.78,"$1,830 ","$1,431/mo",$277/mo,$123/mo,$0/mo
"8374 Talbot St APT 2E, Kew Gardens, NY 11415","$275,000 ",1 bd,1 ba,780 sqft,"$236,731 ",Cooperative,1931,No Data,No Data,No Data,$353 ,Great solar potentialSun Number™: 92.6,"$1,413 ","$1,124/mo",$193/mo,$96/mo,$0/mo
"67 Battery Avenue Cc, Brooklyn, NY 11228","$270,000 ",Studio,1 ba,400 sqft,,Condo,1988,Gas,No Data,No Data,$90/month,,"$1,435 ","$1,104/mo",$146/mo,$95/mo,$90/mo
"8352 Talbot St APT 3K, Kew Gardens, NY 11415","$245,000 ",1 bd,1 ba,680 sqft,"$243,853 ",Cooperative,1931,No Data,No Data,No Data,$360 ,Great solar potentialSun Number™: 91.8,"$1,277 ","$1,019/mo",$172/mo,$86/mo,$0/mo
"8514 Broadway, Elmhurst, NY 11373","$418,000 ",2 bds,1 ba,"79,710 sqft","$359,259 ",Cooperative,1952,No Data,No Data,"Attached Garage, Detached Garage",$5 ,Great solar potentialSun Number™: 94.2,"$2,148 ","$1,709/mo",$293/mo,$146/mo,$0/mo
"16709 Powells Cove Blvd # 25, Whitestone, NY","$859,000 ",4 bds,3 ba,"2,023 sqft","$846,087 ",Condo,1999,Other,No Data,No Data,No Data,Great solar potentialSun Number™: 76.61,"$4,242 ","$3,340/mo",$601/mo,$301/mo,$0/mo
"8514 Broadway, Elmhurst, NY 11373","$418,000 ",2 bds,1 ba,"79,710 sqft","$359,259 ",Cooperative,1952,No Data,No Data,"Attached Garage, Detached Garage",$5 ,Great solar potentialSun Number™: 94.2,"$2,148 ","$1,709/mo",$293/mo,$146/mo,$0/mo
"24116 147th Ave, Jamaica, NY 11422","$999,000 ",6 bds,5 ba,"2,400 sqft","$837,175 ",Multi Family,1962,Other,No Data,7 spaces,$416 ,Great solar potentialSun Number™: 93.41,"$5,038 ","$3,989/mo",$699/mo,$350/mo,$0/mo
"196 W 9th St # 1, Brooklyn, NY 11231","$2,200,000 ",6 bds,3 ba,"3,600 sqft",,Condo,No Data,Gas,No Data,No Data,No Data,,"$10,746 ","$8,784/mo","$1,192/mo",$770/mo,$0/mo
"41 Garnet St # 3C, Brooklyn, NY 11231","$1,275,000 ",2 bds,2 ba,"1,025 sqft",,Condo,No Data,No Data,No Data,No Data,$241/month,,"$6,469 ","$5,091/mo",$691/mo,$446/mo,$241/mo
"41 Garnet St # 2B, Brooklyn, NY 11231","$1,375,000 ",2 bds,2 ba,"1,188 sqft",,Condo,No Data,No Data,No Data,No Data,$279/month,,"$6,995 ","$5,490/mo",$745/mo,$481/mo,$279/mo
"41 Garnet St # 1A, Brooklyn, NY 11231","$1,625,000 ",2 bds,2 ba,"1,615 sqft",,Condo,No Data,No Data,No Data,No Data,$380/month,,"$8,317 ","$6,488/mo",$880/mo,$569/mo,$380/mo
"63 E 9th St APT 10C, New York, NY 10003","$649,000 ",Studio,1 ba,500 sqft,,Apartment,1955,No Data,No Data,1 space,"$1,298 ",Great solar potentialSun Number™: 93.39,"$4,354 ","$2,523/mo",$476/mo,$227/mo,"$1,128/mo"
"200 W Houston St APT 1D, New York, NY 10014","$2,695,000 ",1 bd,2 ba,"37,968 sqft",,Cooperative,1900,No Data,No Data,No Data,$71 ,Great solar potentialSun Number™: 90.22,"$16,463 ","$10,761/mo","$1,976/mo",$943/mo,"$2,783/mo"
"100 Franklin St # RESIDENCE3, New York, NY 10013","$3,995,000 ",3 bds,3 ba,"1,880 sqft",,Condo,2019,No Data,No Data,No Data,"$2,473/month",,"$22,752 ","$15,952/mo","$2,930/mo","$1,398/mo","$2,473/mo"
"1060 Park Ave APT 2B, New York, NY 10128","$590,000 ",1 bd,1 ba,600 sqft,,Cooperative,1924,No Data,No Data,No Data,$983 ,Great solar potentialSun Number™: 94.99,"$4,503 ","$2,294/mo",$433/mo,$207/mo,"$1,570/mo"
"333 E 53rd St APT 6J, New York, NY 10022","$1,980,000 ",3 bds,3 ba,"2,200 sqft","$1,924,956 ",Cooperative,1930,No Data,No Data,No Data,$900 ,Great solar potentialSun Number™: 90.19,"$13,674 ","$7,906/mo","$1,452/mo",$693/mo,"$3,623/mo"
"230 E 20th St APT 16, New York, NY 10003","$1,685,000 ",1 bd,1 ba,800 sqft,,Condo,2016,No Data,No Data,1 space,"$1,014/month",,"$9,567 ","$6,728/mo","$1,236/mo",$590/mo,"$1,014/mo"
"1447 Point Breeze Pl, Far Rockaway, NY 11691","$649,000 ",6 bds,4 ba,"2,340 sqft","$646,990 ",Multi Family,1955,No Data,No Data,No Data,$277 ,Great solar potentialSun Number™: 95.01,"$3,205 ","$2,523/mo",$454/mo,$227/mo,$0/mo
"10848 Flatlands 9th St APT 27D, Brooklyn, NY 11236","$279,999 ",1 bd,1 ba,781 sqft,"$341,810 ",Condo,1990,No Data,No Data,1 space,$490/month,Great solar potentialSun Number™: 90.99,"$1,884 ","$1,145/mo",$152/mo,$98/mo,$490/mo
"99-72 66th Rd # 5F, Rego Park, NY 11374","$198,000 ",Studio,1 ba,450 sqft,,Cooperative,1950,No Data,No Data,No Data,$440 ,Great solar potentialSun Number™: 89.4,"$1,032 ",$824/mo,$139/mo,$69/mo,$0/mo
"3434 Fulton St, Brooklyn, NY 11208","$1,250,000 ",6 bds,3 ba,"2,963 sqft",,Multi Family,1920,Other,No Data,No Data,$422 ,Great solar potentialSun Number™: 86.99,"$6,106 ","$4,991/mo",$677/mo,$438/mo,$0/mo
"688 Jefferson Ave, Brooklyn, NY 11221","$1,200,000 ",Studio,#NAME?,"1,200 sqft",,Multi Family,1899,No Data,No Data,Off street,"$1,000 ",Great solar potentialSun Number™: 78.25,"$5,861 ","$4,791/mo",$650/mo,$420/mo,$0/mo
"108-48 Flatlands 9th St # 27d FL 3, Brooklyn, NY 11236","$279,999 ",1 bd,1 ba,781 sqft,,Condo,No Data,No Data,No Data,No Data,No Data,,"$1,394 ","$1,145/mo",$152/mo,$98/mo,$0/mo
"586 Pennsylvania Ave, Brooklyn, NY 11207","$1,299,000 ",7 bds,3 ba,"2,560 sqft",,Multi Family,1910,Radiant,No Data,2 spaces,$507 ,Great solar potentialSun Number™: 94.99,"$6,345 ","$5,187/mo",$704/mo,$455/mo,$0/mo
"333 Rector Pl APT 1004, New York, NY 10280","$1,950,000 ",2 bds,2 ba,"1,299 sqft","$1,580,154 ",Condo,1985,No Data,No Data,Attached Garage,"$1,645/month",Great solar potentialSun Number™: 91.6,"$11,544 ","$7,786/mo","$1,430/mo",$683/mo,"$1,645/mo"
"1965 Broadway APT 28E, New York, NY 10023","$15,750,000 ",6 bds,6 ba,"4,134 sqft","$13,596,260 ",Condo,1997,No Data,Central,No Data,"$3,543/month",Great solar potentialSun Number™: 94.99,"$83,493 ","$62,888/mo","$11,550/mo","$5,513/mo","$3,543/mo"
"200 E 65th St APT 15D, New York, NY 10065","$2,600,000 ",2 bds,3 ba,"1,575 sqft",,Condo,1987,No Data,No Data,No Data,"$2,300/month",,"$15,498 ","$10,381/mo","$1,907/mo",$910/mo,"$2,300/mo"
"342 E 9th St # MULTIFAMIL, Brooklyn, NY 11218","$1,295,000 ",9 bds,5 ba,"2,800 sqft",,Multi Family,1930,No Data,No Data,No Data,$462 ,Candidate for a community solar programSun Number™: 23.05,"$6,325 ","$5,171/mo",$701/mo,$453/mo,$0/mo
"80 E End Ave APT 10-D, New York, NY 10028","$715,000 ",1 bd,1 ba,#NAME?,,Cooperative,1958,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 94.99,"$22,814 ","$2,780/mo",$524/mo,$250/mo,"$19,260/mo"
"235 E 57th St APT 10E, New York, NY 10022","$1,049,000 ",2 bds,2 ba,#NAME?,,Cooperative,1960,No Data,Central,No Data,No Data,,"$7,389 ","$4,189/mo",$769/mo,$367/mo,"$2,064/mo"
"205 W 76th St # 7F, New York, NY 10023","$3,700,000 ",3 bds,3 ba,"1,570 sqft","$3,506,716 ",Condo,2007,No Data,Central,Attached Garage,"$1,989/month",Candidate for a community solar programSun Number™: 22.99,"$20,771 ","$14,774/mo","$2,713/mo","$1,295/mo","$1,989/mo"
"520 E 81st St APT 7J, New York, NY 10028","$560,000 ",Studio,1 ba,465 sqft,"$506,325 ",Condo,1964,No Data,No Data,No Data,$448/month,Great solar potentialSun Number™: 94.19,"$3,344 ","$2,289/mo",$411/mo,$196/mo,$448/mo
"273 Bay 19 St # A FL 1, Brooklyn, NY 11214","$429,000 ",2 bds,1 ba,800 sqft,,Cooperative,No Data,No Data,No Data,No Data,$536 ,,"$2,716 ","$1,754/mo",$232/mo,$150/mo,$580/mo
"15325 88th St APT 6K, Howard Beach, NY 11414","$247,000 ",2 bds,2 ba,#NAME?,"$250,482 ",Cooperative,1960,Other,Other,No Data,No Data,Great solar potentialSun Number™: 84.59,"$1,287 ","$1,028/mo",$173/mo,$86/mo,$0/mo
"8 Jackson Ct, Brooklyn, NY 11209","$925,000 ",4 bds,2 ba,"1,988 sqft",,Multi Family,1940,No Data,No Data,Attached Garage,$465 ,Great solar potentialSun Number™: 85.4,"$4,518 ","$3,693/mo",$501/mo,$324/mo,$0/mo
"2409 Albemarle Rd, Brooklyn, NY 11226","$1,249,000 ",5 bds,5 ba,"3,000 sqft",,Multi Family,2002,Gas,Central,"Carport, Off street",$416 ,Great solar potentialSun Number™: 89.45,"$6,101 ","$4,987/mo",$677/mo,$437/mo,$0/mo
"75 Wall St APT 28C, New York, NY 10005","$1,795,000 ",2 bds,2 ba,"1,352 sqft","$1,718,010 ",Condo,1987,No Data,No Data,Attached Garage,"$1,576/month",Great solar potentialSun Number™: 83.02,"$10,688 ","$7,167/mo","$1,316/mo",$628/mo,"$1,576/mo"
"120 Riverside Blvd # 15H-WEST, New York, NY 10069","$1,199,000 ",1 bd,1 ba,805 sqft,,Condo,2004,No Data,No Data,No Data,"$1,070/month",,"$7,156 ","$4,787/mo",$879/mo,$420/mo,"$1,070/mo"
"169 Spring St # 4W, New York, NY 10012","$3,150,000 ",2 bds,2 ba,"1,800 sqft",,Cooperative,1910,No Data,No Data,No Data,"$1,750 ",,"$17,874 ","$12,578/mo","$2,310/mo","$1,103/mo","$1,884/mo"
"4 E 62nd St # PHF3, New York, NY 10065","$8,375,000 ",2 bds,3 ba,"2,500 sqft",,Condo,1910,No Data,No Data,No Data,"$7,829/month",,"$50,342 ","$33,440/mo","$6,142/mo","$2,931/mo","$7,829/mo"
"145-146 Central Park W # 15EF, Manhattan, NY 10023","$25,000,000 ",4 bds,6 ba,#NAME?,,Cooperative,1930,No Data,No Data,No Data,No Data,,"$140,912 ","$99,822/mo","$18,333/mo","$8,750/mo","$14,007/mo"
"58 W 58th St APT 4C, New York, NY 10019","$1,499,000 ",3 bds,3 ba,"1,437 sqft","$2,011,296 ",Condo,1969,Forced air,Central,Attached Garage,"$1,676/month",,"$9,285 ","$5,985/mo","$1,099/mo",$525/mo,"$1,676/mo"
"240 Riverside Blvd APT 6E, New York, NY 10069","$3,995,000 ",3 bds,4 ba,"1,970 sqft","$3,765,402 ",Condo,2004,No Data,Central,No Data,"$3,518/month",,"$23,797 ","$15,952/mo","$2,930/mo","$1,398/mo","$3,518/mo"
"50 Sutton Pl S APT 8D, New York, NY 10022","$825,000 ",1 bd,2 ba,#NAME?,,Cooperative,1955,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 94.99,"$6,102 ","$3,208/mo",$605/mo,$289/mo,"$2,001/mo"
"40 Tehama St APT 4B, Brooklyn, NY 11218","$588,000 ",2 bds,1 ba,"1,000 sqft",,Cooperative,1931,No Data,No Data,No Data,$588 ,Great solar potentialSun Number™: 93.45,"$3,860 ","$2,286/mo",$319/mo,$206/mo,"$1,050/mo"
"852 Leland Ave, Bronx, NY 10473","$270,000 ",2 bds,2 ba,936 sqft,,Condo,1988,Baseboard,No Data,No Data,No Data,,"$1,412 ","$1,104/mo",$214/mo,$95/mo,$0/mo
"527A Hancock St, Brooklyn, NY 11233","$2,588,000 ",6 bds,6 ba,"4,200 sqft",,Multi Family,1899,No Data,No Data,No Data,$616 ,,"$12,641 ","$10,334/mo","$1,402/mo",$906/mo,$0/mo
"2629 E 26th St APT 102, Brooklyn, NY 11235","$399,000 ",1 bd,#NAME?,630 sqft,,Condo,1988,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 92.6,"$1,987 ","$1,631/mo",$216/mo,$140/mo,$0/mo
"89 Sackman St, Brooklyn, NY 11233","$939,000 ",6 bds,4 ba,"2,088 sqft","$777,792 ",Multi Family,1920,Radiant,None,On street,$450 ,Great solar potentialSun Number™: 87.05,"$4,587 ","$3,749/mo",$509/mo,$329/mo,$0/mo
"601 Pelham Pkwy N # 505, Bronx, NY 10467","$199,900 ",1 bd,1 ba,730 sqft,"$182,559 ",Cooperative,1937,Gas,Central,On street,$274 ,Great solar potentialSun Number™: 95,"$1,060 ",$832/mo,$158/mo,$70/mo,$0/mo
"2962 Decatur Ave APT 3H, Bronx, NY 10458","$139,000 ",1 bd,1 ba,602 sqft,"$175,455 ",Cooperative,1939,Gas,Central,No Data,$231 ,Great solar potentialSun Number™: 87,$737 ,$578/mo,$110/mo,$49/mo,$0/mo
"2962 Decatur Ave APT 3D, Bronx, NY 10458","$189,900 ",1 bd,1 ba,822 sqft,"$176,029 ",Cooperative,1939,Gas,Central,No Data,$231 ,Great solar potentialSun Number™: 87,"$1,007 ",$790/mo,$150/mo,$66/mo,$0/mo
"475 Armstrong Ave APT A4, Staten Island, NY 10308","$189,000 ",1 bd,1 ba,900 sqft,,Cooperative,1974,Gas,No Data,No Data,$210 ,Great solar potentialSun Number™: 84.62,$990 ,$786/mo,$137/mo,$66/mo,$0/mo
"2685 Creston Ave APT 2A, Bronx, NY 10468","$169,000 ",1 bd,1 ba,735 sqft,"$181,641 ",Cooperative,1940,Gas,Central,No Data,$230 ,Great solar potentialSun Number™: 95,$896 ,$703/mo,$134/mo,$59/mo,$0/mo
"215 E 96th St # 36H, New York, NY 10128","$1,495,000 ",3 bds,3 ba,"1,704 sqft",,Apartment,2005,Forced air,Other,Detached Garage,$877 ,,"$13,086 ","$5,969/mo","$1,096/mo",$523/mo,"$5,497/mo"
"11931 197th St, Jamaica, NY 11412","$895,000 ",6 bds,4 ba,"4,000 sqft","$864,604 ",Multi Family,1950,No Data,No Data,2 spaces,$224 ,Great solar potentialSun Number™: 94.21,"$4,419 ","$3,480/mo",$627/mo,$313/mo,$0/mo
"852 Leland Ave # 29C, Bronx, NY 10473","$270,000 ",2 bds,2 ba,936 sqft,"$252,408 ",Condo,1988,Baseboard,Wall,No Data,$375/month,Great solar potentialSun Number™: 87,"$1,787 ","$1,104/mo",$214/mo,$95/mo,$375/mo
"43 W 61st St APT 19J, New York, NY 10023","$1,220,000 ",2 bds,2 ba,840 sqft,"$1,505,169 ",Condo,1930,No Data,No Data,No Data,"$1,304/month",Great solar potentialSun Number™: 93.38,"$7,497 ","$4,871/mo",$895/mo,$427/mo,"$1,304/mo"
"2530 Independence Ave APT 4H, Bronx, NY 10463","$245,000 ",2 bds,1 ba,"79,296 sqft","$244,591 ",Cooperative,1961,No Data,No Data,No Data,$3 ,Great solar potentialSun Number™: 89.38,"$2,042 ","$1,019/mo",$194/mo,$86/mo,$743/mo
"200 E 69th St APT 30C, New York, NY 10021","$3,850,000 ",3 bds,4 ba,"1,958 sqft","$3,522,644 ",Condo,1991,No Data,Central,No Data,"$3,224/month",Great solar potentialSun Number™: 90.98,"$22,767 ","$15,373/mo","$2,823/mo","$1,348/mo","$3,224/mo"
"702 45th St APT 4H, Brooklyn, NY 11220","$489,000 ",2 bds,1 ba,#NAME?,"$424,311 ",Cooperative,1924,No Data,No Data,No Data,No Data,Great solar potentialSun Number™: 94.2,"$2,435 ","$1,999/mo",$265/mo,$171/mo,$0/mo
